loan_amnt,term,int_rate,grade,emp_length,home_ownership,annual_inc,purpose,dti,delinq_2yrs,fico_range_high,revol_util,total_acc,loan_status
20420,60 months,21.03,E,2 years,OWN,122042.19,major_purchase,28.12,1,757,96.4,43,Fully Paid
24761,60 months,11.95,C,1 year,OTHER,193028.52,other,22.92,4,680,30.67,18,Fully Paid
38606,60 months,9.52,B,7 years,RENT,34385.71,small_business,20.58,0,817,14.56,38,Fully Paid
39640,36 months,5.55,A,8 years,OTHER,54252.06,debt_consolidation,1.06,3,792,38.18,35,Fully Paid
38067,36 months,10.59,D,8 years,MORTGAGE,106509.69,major_purchase,16.0,3,785,1.52,41,Charged Off
18357,36 months,20.11,D,1 year,OWN,152918.02,other,19.91,1,839,10.89,10,Fully Paid
39262,60 months,27.61,E,7 years,OWN,79420.04,debt_consolidation,12.39,1,675,49.61,30,Fully Paid
12317,60 months,8.34,B,1 year,RENT,41143.07,major_purchase,11.54,0,793,94.06,33,Fully Paid
22534,60 months,27.95,G,6 years,OTHER,76839.65,other,16.28,4,827,44.49,36,Charged Off
26734,36 months,13.63,A,7 years,OWN,135997.86,credit_card,27.2,0,813,66.02,9,Fully Paid
36897,60 months,15.67,E,< 1 year,OWN,162658.6,other,7.83,0,715,70.71,23,Fully Paid
33872,36 months,14.12,G,7 years,OWN,195862.32,small_business,11.97,2,788,3.66,13,Fully Paid
8689,36 months,15.22,B,2 years,RENT,157042.23,credit_card,19.59,0,845,32.21,21,Fully Paid
4567,36 months,11.48,A,< 1 year,MORTGAGE,108606.56,credit_card,5.58,3,743,99.7,42,Fully Paid
21732,36 months,22.47,D,6 years,RENT,72671.07,other,25.05,0,841,0.7,5,Fully Paid
21774,36 months,23.95,D,9 years,MORTGAGE,186952.95,home_improvement,19.98,1,734,47.02,17,Fully Paid
24195,36 months,25.58,E,2 years,OWN,116157.86,credit_card,10.57,1,807,83.74,25,Fully Paid
38412,36 months,13.53,B,7 years,MORTGAGE,143982.85,small_business,21.67,3,698,28.84,18,Fully Paid
23257,60 months,24.12,D,8 years,RENT,105039.26,small_business,8.38,2,663,99.66,23,Charged Off
5394,36 months,20.94,G,1 year,RENT,63579.27,other,23.23,0,825,48.61,18,Fully Paid
37302,60 months,28.95,B,< 1 year,OTHER,118448.92,major_purchase,2.12,4,833,91.4,12,Fully Paid
23228,36 months,15.62,E,7 years,OTHER,171182.76,other,12.8,1,701,52.83,44,Fully Paid
13388,36 months,29.81,G,9 years,RENT,88997.77,credit_card,7.85,3,689,39.76,29,Fully Paid
12319,36 months,23.51,G,5 years,OTHER,140370.77,debt_consolidation,24.5,4,823,71.01,22,Charged Off
7475,60 months,24.41,C,9 years,OWN,27624.11,home_improvement,22.58,0,768,95.83,17,Fully Paid
32555,36 months,5.64,B,< 1 year,MORTGAGE,188576.76,other,25.26,0,681,37.61,28,Charged Off
19158,36 months,17.43,F,2 years,RENT,194587.68,home_improvement,19.55,0,827,86.49,13,Fully Paid
15728,60 months,18.21,B,8 years,RENT,89533.03,home_improvement,23.86,4,805,65.96,30,Fully Paid
30545,60 months,6.02,E,8 years,OTHER,109709.1,small_business,13.16,0,792,37.86,27,Fully Paid
32100,60 months,12.8,F,5 years,RENT,48904.89,small_business,20.34,2,703,5.55,38,Fully Paid
17150,60 months,28.89,C,2 years,OTHER,55315.41,major_purchase,0.93,4,792,31.14,17,Fully Paid
34214,36 months,15.65,D,7 years,OWN,128372.35,credit_card,26.42,1,826,83.13,44,Charged Off
33876,36 months,9.67,A,5 years,RENT,132860.8,small_business,20.54,2,737,9.52,43,Fully Paid
4239,60 months,17.83,E,< 1 year,OWN,81489.25,home_improvement,25.98,3,680,57.22,18,Fully Paid
39699,36 months,5.84,A,5 years,OWN,87325.07,small_business,23.13,0,847,51.18,33,Fully Paid
37821,60 months,17.9,C,4 years,RENT,111121.14,other,8.59,3,691,66.16,42,Fully Paid
31615,60 months,19.86,F,7 years,OTHER,189162.63,credit_card,8.19,1,752,93.9,31,Charged Off
14746,60 months,13.94,C,1 year,OTHER,46938.19,small_business,23.99,3,726,75.18,26,Fully Paid
21921,36 months,24.06,B,6 years,OWN,119275.01,other,5.54,1,800,51.06,45,Fully Paid
23745,60 months,8.39,A,5 years,OTHER,30473.51,credit_card,3.32,3,793,83.04,25,Fully Paid
2245,36 months,26.95,A,< 1 year,OTHER,102502.84,major_purchase,0.45,1,781,70.17,47,Charged Off
25853,36 months,28.89,C,7 years,OWN,91498.2,small_business,8.95,4,707,89.55,29,Fully Paid
28632,36 months,5.03,F,5 years,RENT,49555.82,credit_card,2.98,4,682,72.43,33,Charged Off
13856,60 months,26.07,A,2 years,RENT,49519.2,other,24.05,3,761,75.3,26,Fully Paid
6105,36 months,17.65,G,4 years,MORTGAGE,101017.35,other,14.54,2,776,8.4,17,Fully Paid
36690,60 months,16.54,D,6 years,RENT,42787.08,credit_card,7.58,2,729,0.38,32,Charged Off
3513,36 months,10.97,C,8 years,OTHER,73060.11,other,18.06,4,809,95.56,17,Charged Off
3801,36 months,16.18,B,3 years,MORTGAGE,32819.3,debt_consolidation,2.11,0,704,25.2,26,Fully Paid
33345,36 months,28.76,B,1 year,MORTGAGE,73512.87,major_purchase,21.78,0,717,16.51,31,Fully Paid
14895,60 months,10.27,B,2 years,MORTGAGE,116064.64,small_business,15.04,2,699,15.87,34,Fully Paid
9221,60 months,9.48,A,6 years,RENT,153896.78,debt_consolidation,0.19,3,708,73.79,32,Fully Paid
7038,60 months,11.05,C,7 years,MORTGAGE,169473.24,small_business,9.58,2,693,4.64,45,Fully Paid
33031,60 months,18.8,B,4 years,MORTGAGE,80811.65,home_improvement,22.51,4,660,66.1,45,Fully Paid
16082,36 months,28.26,C,2 years,MORTGAGE,188983.44,home_improvement,5.64,3,755,57.15,24,Fully Paid
15648,36 months,19.35,A,< 1 year,RENT,63312.46,credit_card,28.86,4,681,14.73,39,Fully Paid
1364,60 months,11.09,D,9 years,RENT,34503.74,debt_consolidation,26.9,2,786,13.54,12,Fully Paid
35568,60 months,16.01,D,< 1 year,RENT,186501.74,credit_card,23.35,2,785,13.27,36,Fully Paid
15110,60 months,14.76,D,10+ years,RENT,117165.9,credit_card,2.36,4,844,25.95,47,Fully Paid
6958,60 months,6.16,A,1 year,OWN,83248.27,credit_card,10.62,3,769,64.18,43,Fully Paid
10096,36 months,17.77,B,4 years,RENT,181659.95,home_improvement,8.95,3,709,20.69,25,Fully Paid
8436,60 months,8.15,A,2 years,OTHER,159634.24,other,4.13,1,683,66.01,26,Charged Off
22177,60 months,26.06,C,6 years,MORTGAGE,169839.87,credit_card,29.99,4,725,97.17,28,Fully Paid
27754,36 months,18.72,D,1 year,RENT,72621.82,other,4.42,2,799,86.21,25,Fully Paid
25544,60 months,26.12,C,1 year,OTHER,177227.34,other,9.46,4,781,79.81,48,Charged Off
13638,36 months,28.9,A,2 years,OTHER,136959.05,credit_card,26.4,4,792,94.91,40,Fully Paid
1179,60 months,28.58,E,< 1 year,OTHER,152842.85,credit_card,4.33,0,738,61.25,8,Fully Paid
4873,36 months,7.51,E,1 year,OWN,76235.99,credit_card,14.09,1,669,76.89,48,Fully Paid
18570,60 months,28.62,G,4 years,OWN,64102.79,debt_consolidation,29.27,3,681,77.39,15,Fully Paid
18157,60 months,24.89,A,2 years,OWN,93472.67,small_business,7.42,0,768,97.45,12,Fully Paid
5460,60 months,24.44,B,10+ years,OTHER,123538.29,debt_consolidation,21.09,1,794,64.72,8,Fully Paid
1352,60 months,7.25,F,9 years,RENT,139877.64,major_purchase,2.4,0,745,27.31,14,Fully Paid
22586,60 months,9.49,C,5 years,OTHER,109633.62,other,18.03,1,663,19.57,16,Fully Paid
6344,36 months,29.38,A,1 year,OWN,145795.56,debt_consolidation,10.17,1,725,30.67,37,Fully Paid
5507,60 months,10.33,A,7 years,OWN,147499.68,other,20.99,4,745,76.18,41,Fully Paid
38598,36 months,9.23,E,3 years,OWN,139893.41,other,12.99,1,844,65.66,5,Fully Paid
33885,36 months,14.06,D,2 years,RENT,65195.92,other,8.97,2,747,21.93,21,Fully Paid
17865,36 months,27.83,D,4 years,OTHER,100339.13,major_purchase,16.38,2,685,85.98,18,Charged Off
38055,36 months,16.9,F,7 years,OWN,157834.68,home_improvement,4.19,2,681,98.13,38,Fully Paid
28213,60 months,28.01,B,8 years,OTHER,179653.06,small_business,24.43,2,721,75.72,44,Fully Paid
5477,60 months,13.36,B,< 1 year,OTHER,110210.8,credit_card,22.52,0,678,6.21,31,Fully Paid
7533,60 months,10.66,F,3 years,OWN,197622.33,major_purchase,16.35,3,828,62.75,28,Charged Off
24396,60 months,17.38,B,5 years,MORTGAGE,51448.28,home_improvement,11.01,3,681,93.77,22,Charged Off
13755,36 months,20.39,G,5 years,MORTGAGE,60388.24,small_business,27.46,1,686,31.3,20,Charged Off
1865,36 months,14.79,G,8 years,MORTGAGE,102935.24,major_purchase,19.03,3,789,58.54,20,Fully Paid
12173,36 months,13.65,E,< 1 year,OWN,111573.3,home_improvement,8.54,0,680,22.7,39,Charged Off
39097,60 months,10.45,A,4 years,OTHER,96405.88,credit_card,24.2,2,748,88.07,8,Fully Paid
34371,60 months,11.88,B,9 years,MORTGAGE,97471.46,home_improvement,19.05,2,681,87.0,38,Fully Paid
39524,60 months,21.83,E,< 1 year,RENT,107705.11,home_improvement,3.81,2,796,36.45,37,Fully Paid
12254,60 months,14.25,G,5 years,MORTGAGE,77629.95,credit_card,3.43,3,818,34.97,27,Charged Off
5018,36 months,6.99,C,8 years,RENT,43569.76,other,28.14,3,832,0.01,14,Fully Paid
6192,60 months,8.45,A,3 years,MORTGAGE,192099.56,other,8.64,4,660,31.74,15,Fully Paid
3015,60 months,14.31,F,9 years,MORTGAGE,163097.65,major_purchase,19.9,4,674,78.14,8,Fully Paid
4380,36 months,28.11,C,9 years,MORTGAGE,166682.56,home_improvement,1.09,3,817,2.86,32,Fully Paid
29343,36 months,14.48,D,8 years,RENT,85692.6,credit_card,16.7,2,672,20.27,16,Fully Paid
4770,60 months,6.52,D,2 years,RENT,92699.18,major_purchase,6.93,3,737,73.03,21,Fully Paid
6829,60 months,15.45,A,10+ years,MORTGAGE,188451.79,credit_card,4.19,0,693,64.8,9,Charged Off
35381,36 months,21.72,B,6 years,RENT,195124.41,debt_consolidation,23.21,4,812,98.67,36,Fully Paid
16545,60 months,19.84,A,4 years,OTHER,189671.76,major_purchase,24.29,2,844,39.06,6,Fully Paid
19263,36 months,11.97,B,9 years,MORTGAGE,135668.03,debt_consolidation,21.46,4,692,13.33,17,Fully Paid
39140,36 months,22.2,F,< 1 year,OTHER,63688.87,other,0.34,1,744,66.47,25,Fully Paid
26675,60 months,20.77,D,6 years,OWN,128895.2,home_improvement,8.55,1,777,7.9,17,Charged Off
26362,36 months,9.3,G,7 years,OWN,126035.59,home_improvement,10.83,1,675,11.68,36,Charged Off
1148,60 months,9.05,G,5 years,OWN,183482.33,home_improvement,20.73,3,728,56.79,41,Charged Off
2754,60 months,18.68,A,< 1 year,OTHER,76100.35,major_purchase,22.67,4,814,47.2,45,Charged Off
27745,60 months,21.49,A,8 years,RENT,56122.39,small_business,18.84,0,813,26.36,24,Charged Off
8378,60 months,29.05,F,6 years,OWN,67845.26,major_purchase,23.67,4,849,47.8,5,Fully Paid
21140,36 months,15.55,G,5 years,MORTGAGE,63766.11,major_purchase,12.82,2,678,86.83,27,Fully Paid
10371,60 months,24.12,B,3 years,MORTGAGE,136709.2,small_business,16.26,3,681,72.5,17,Fully Paid
27999,60 months,7.91,D,2 years,RENT,166237.94,major_purchase,1.93,4,844,45.48,9,Fully Paid
13779,36 months,27.24,D,3 years,MORTGAGE,86260.38,other,12.81,3,753,31.13,45,Charged Off
32075,60 months,20.83,B,< 1 year,OTHER,51754.33,debt_consolidation,12.98,3,694,58.22,39,Fully Paid
31697,60 months,20.73,F,8 years,OWN,81756.49,small_business,18.35,0,801,0.29,8,Fully Paid
10795,60 months,8.56,B,1 year,OTHER,118380.51,small_business,11.34,2,746,73.31,33,Charged Off
39460,60 months,5.99,F,1 year,MORTGAGE,139607.49,debt_consolidation,7.15,0,772,80.24,6,Fully Paid
5218,36 months,22.54,B,2 years,OTHER,118963.76,small_business,7.13,0,794,12.17,7,Fully Paid
38571,36 months,7.93,D,< 1 year,RENT,66211.45,small_business,4.02,3,769,40.26,26,Fully Paid
12672,60 months,8.17,D,9 years,OTHER,185243.38,debt_consolidation,21.03,3,752,14.51,18,Fully Paid
32042,36 months,9.69,A,2 years,MORTGAGE,98806.27,credit_card,18.68,0,669,94.88,17,Fully Paid
36950,36 months,7.44,G,3 years,MORTGAGE,102614.6,credit_card,17.38,1,707,82.6,6,Fully Paid
12009,36 months,20.63,G,8 years,OWN,194129.34,other,15.93,1,753,2.01,13,Fully Paid
20544,36 months,15.55,F,4 years,OTHER,176306.14,credit_card,11.03,0,705,97.04,20,Fully Paid
30381,60 months,11.65,D,10+ years,RENT,165128.45,debt_consolidation,23.06,3,769,14.18,16,Fully Paid
26287,36 months,16.02,F,5 years,OWN,52884.38,home_improvement,27.66,3,746,8.4,49,Fully Paid
3586,60 months,26.1,F,< 1 year,MORTGAGE,170855.72,major_purchase,13.2,2,685,3.26,6,Fully Paid
3648,60 months,28.18,C,2 years,OTHER,101955.56,small_business,12.27,3,805,79.07,37,Fully Paid
19101,36 months,17.19,C,6 years,RENT,57690.88,debt_consolidation,4.88,4,662,92.53,42,Fully Paid
22692,60 months,19.17,B,6 years,MORTGAGE,198358.75,major_purchase,20.12,4,764,9.56,25,Charged Off
8407,36 months,11.43,G,9 years,MORTGAGE,50969.77,debt_consolidation,16.74,3,733,98.33,19,Fully Paid
18254,60 months,17.84,F,< 1 year,OWN,185948.77,small_business,29.64,0,688,31.59,18,Fully Paid
16234,60 months,23.7,B,8 years,MORTGAGE,20095.14,home_improvement,17.53,4,792,67.88,15,Charged Off
23211,36 months,17.3,B,< 1 year,RENT,98825.25,debt_consolidation,8.66,3,728,98.63,22,Charged Off
30480,60 months,12.55,A,6 years,RENT,25381.28,major_purchase,16.89,3,802,0.85,29,Fully Paid
25846,36 months,19.55,C,1 year,OWN,184241.39,other,29.54,4,749,54.68,12,Fully Paid
16321,60 months,28.67,C,8 years,OWN,42660.03,major_purchase,21.7,3,685,65.6,6,Fully Paid
13646,60 months,27.2,D,8 years,RENT,141157.73,small_business,3.86,0,695,37.14,24,Charged Off
23117,36 months,24.23,C,8 years,OWN,133619.67,other,10.29,1,663,11.0,30,Fully Paid
5893,36 months,11.91,D,3 years,MORTGAGE,160232.31,credit_card,8.96,4,749,62.11,44,Charged Off
10476,36 months,11.04,F,5 years,RENT,154437.98,small_business,25.7,4,688,4.7,14,Fully Paid
18270,60 months,25.96,A,1 year,OWN,25840.79,other,18.33,3,826,92.34,12,Fully Paid
22702,36 months,9.53,B,2 years,RENT,89912.11,other,24.3,0,681,46.21,44,Fully Paid
5382,36 months,20.14,B,5 years,MORTGAGE,78054.15,small_business,5.29,4,849,91.03,34,Fully Paid
2785,36 months,15.97,F,< 1 year,OWN,195119.35,credit_card,27.24,3,705,83.65,43,Fully Paid
12735,36 months,16.7,D,6 years,RENT,159480.78,home_improvement,1.75,3,762,0.36,10,Fully Paid
31177,60 months,16.36,E,1 year,MORTGAGE,147432.76,debt_consolidation,11.25,3,764,45.92,38,Fully Paid
31712,60 months,27.5,F,7 years,OWN,99588.87,major_purchase,0.42,2,735,88.78,20,Fully Paid
17679,60 months,7.18,D,4 years,RENT,180374.3,debt_consolidation,5.53,2,841,37.22,23,Fully Paid
36365,60 months,24.57,F,6 years,MORTGAGE,23027.54,debt_consolidation,28.87,0,793,32.32,7,Fully Paid
18064,60 months,25.88,A,7 years,MORTGAGE,61118.96,major_purchase,2.35,1,778,68.56,17,Fully Paid
31563,60 months,28.57,F,2 years,MORTGAGE,145102.3,credit_card,4.36,2,798,70.51,22,Fully Paid
34092,36 months,16.31,F,5 years,OTHER,111509.81,major_purchase,27.75,0,660,64.32,45,Fully Paid
27867,60 months,17.5,C,8 years,MORTGAGE,116085.31,credit_card,21.31,3,724,36.34,45,Fully Paid
34754,36 months,29.03,D,3 years,MORTGAGE,94942.09,credit_card,12.21,3,794,6.36,11,Fully Paid
20502,36 months,16.46,A,9 years,OWN,49962.49,small_business,2.06,1,830,92.3,26,Fully Paid
1760,36 months,17.59,G,6 years,OTHER,49919.87,home_improvement,23.55,4,701,31.72,35,Fully Paid
25142,36 months,13.31,B,< 1 year,MORTGAGE,73006.62,other,14.78,2,752,79.56,23,Fully Paid
18290,60 months,5.79,E,6 years,OWN,104295.74,small_business,9.69,2,821,35.17,23,Fully Paid
6499,60 months,15.83,E,8 years,OWN,168342.65,home_improvement,10.82,3,794,49.47,19,Charged Off
1364,60 months,21.38,D,9 years,RENT,100429.76,credit_card,15.16,0,818,37.37,12,Fully Paid
20797,36 months,22.25,F,7 years,RENT,181603.16,other,16.54,1,783,8.13,33,Fully Paid
33535,60 months,5.16,C,3 years,OTHER,41693.01,other,24.54,1,715,32.94,21,Fully Paid
17105,60 months,25.03,F,2 years,OWN,68919.14,small_business,23.15,4,788,95.57,38,Charged Off
8939,60 months,17.31,D,6 years,MORTGAGE,32694.28,debt_consolidation,23.01,4,760,11.03,46,Fully Paid
14936,60 months,18.02,E,< 1 year,MORTGAGE,111804.6,major_purchase,21.88,0,813,55.58,25,Fully Paid
16863,60 months,29.04,E,7 years,OWN,36205.81,major_purchase,22.73,0,688,96.84,33,Fully Paid
13561,60 months,12.11,F,< 1 year,OTHER,163223.15,major_purchase,20.33,1,822,2.05,12,Fully Paid
11447,36 months,24.04,F,6 years,MORTGAGE,27157.47,home_improvement,26.04,3,696,6.92,10,Fully Paid
31624,36 months,19.37,F,5 years,OTHER,105570.82,major_purchase,16.72,0,669,90.91,8,Fully Paid
13411,60 months,22.52,B,9 years,OWN,95710.61,home_improvement,15.63,0,773,73.56,28,Fully Paid
20465,36 months,15.45,C,7 years,OTHER,56401.91,home_improvement,21.04,4,663,54.53,47,Fully Paid
39216,36 months,11.98,C,5 years,RENT,125633.68,other,4.98,4,786,53.66,24,Fully Paid
20642,60 months,18.65,G,4 years,OTHER,89497.7,home_improvement,23.31,4,774,97.49,23,Fully Paid
32262,36 months,14.37,G,8 years,OTHER,55634.03,debt_consolidation,28.08,3,848,2.1,21,Fully Paid
31363,60 months,10.57,E,3 years,MORTGAGE,168781.3,other,8.89,1,751,27.05,28,Fully Paid
3107,36 months,25.98,E,6 years,OTHER,138925.19,credit_card,18.33,3,794,31.68,41,Fully Paid
8928,60 months,16.9,D,5 years,MORTGAGE,22187.51,debt_consolidation,0.98,4,836,11.95,31,Fully Paid
20317,36 months,26.18,D,9 years,MORTGAGE,110335.64,credit_card,22.97,2,848,35.72,27,Fully Paid
26017,36 months,16.85,G,5 years,RENT,68835.21,debt_consolidation,16.79,2,801,37.04,18,Fully Paid
14528,36 months,18.92,B,10+ years,MORTGAGE,184720.21,home_improvement,20.21,1,811,95.88,15,Fully Paid
14313,36 months,29.88,E,4 years,OWN,150604.55,credit_card,4.29,4,710,44.2,27,Fully Paid
2559,60 months,28.79,D,1 year,MORTGAGE,130090.65,other,24.28,4,690,93.48,12,Fully Paid
16167,36 months,11.79,B,3 years,OWN,36029.73,major_purchase,7.68,3,789,81.0,16,Fully Paid
16343,60 months,26.72,C,< 1 year,MORTGAGE,187516.26,debt_consolidation,20.54,1,750,73.68,49,Fully Paid
39598,60 months,14.76,E,8 years,OWN,45956.22,credit_card,17.79,3,830,33.05,5,Fully Paid
8523,36 months,6.78,A,8 years,RENT,101134.4,major_purchase,19.61,4,747,42.7,8,Fully Paid
29439,36 months,19.39,E,7 years,OTHER,142587.48,small_business,1.51,0,838,4.46,41,Fully Paid
16524,60 months,29.43,D,3 years,MORTGAGE,109058.42,home_improvement,22.26,2,670,37.73,8,Fully Paid
14285,36 months,29.36,E,4 years,RENT,178844.61,debt_consolidation,23.86,4,836,87.04,47,Fully Paid
11973,60 months,8.16,G,< 1 year,RENT,170361.43,debt_consolidation,14.24,0,675,78.14,17,Fully Paid
23694,36 months,24.28,A,3 years,MORTGAGE,44366.21,other,12.27,2,775,80.84,35,Fully Paid
36774,60 months,25.07,G,3 years,MORTGAGE,131174.53,other,10.28,0,828,22.16,35,Fully Paid
5302,36 months,14.22,E,4 years,OWN,29396.57,small_business,27.84,1,817,21.0,36,Fully Paid
23391,36 months,21.46,G,1 year,MORTGAGE,149703.95,credit_card,22.65,0,832,66.33,44,Fully Paid
5611,60 months,17.2,D,1 year,MORTGAGE,152483.77,debt_consolidation,20.96,0,675,65.13,8,Fully Paid
10372,60 months,10.7,C,1 year,OWN,82008.41,debt_consolidation,27.77,1,818,19.53,43,Charged Off
25312,60 months,24.03,D,10+ years,OWN,161586.89,debt_consolidation,10.46,0,670,71.96,49,Fully Paid
15080,36 months,11.57,B,7 years,MORTGAGE,137486.44,debt_consolidation,18.9,2,737,37.62,11,Fully Paid
16082,36 months,13.51,G,1 year,MORTGAGE,110729.13,small_business,20.58,0,667,88.68,20,Fully Paid
31677,36 months,9.75,D,5 years,MORTGAGE,101949.06,home_improvement,29.89,0,671,36.45,42,Fully Paid
21874,36 months,22.98,B,1 year,OTHER,39645.29,debt_consolidation,12.82,1,747,23.0,47,Fully Paid
9378,60 months,16.47,E,7 years,OTHER,115598.72,small_business,12.01,2,720,19.59,5,Charged Off
2597,60 months,16.08,B,< 1 year,RENT,48097.99,major_purchase,2.53,1,825,89.82,10,Fully Paid
12600,36 months,20.11,G,1 year,RENT,138085.48,debt_consolidation,2.95,0,842,86.0,26,Charged Off
4747,36 months,8.93,F,4 years,MORTGAGE,127048.51,credit_card,15.35,1,800,42.59,34,Fully Paid
14879,36 months,27.45,E,5 years,OWN,72295.56,small_business,5.14,1,822,24.07,12,Charged Off
14017,60 months,16.63,B,8 years,MORTGAGE,64459.83,credit_card,2.19,0,721,28.45,48,Fully Paid
25815,60 months,14.16,G,5 years,MORTGAGE,105691.25,home_improvement,28.95,0,679,38.5,7,Fully Paid
19964,36 months,8.17,G,7 years,RENT,112247.82,major_purchase,28.54,4,713,4.43,14,Fully Paid
29812,60 months,9.2,D,6 years,MORTGAGE,163626.56,credit_card,9.76,0,757,6.73,29,Fully Paid
25714,36 months,28.01,A,< 1 year,MORTGAGE,74712.44,debt_consolidation,23.7,0,726,92.75,46,Fully Paid
19890,36 months,16.42,E,1 year,RENT,92616.07,small_business,26.18,4,785,76.61,12,Fully Paid
5725,60 months,23.05,B,3 years,RENT,81793.16,major_purchase,13.94,2,763,81.4,42,Fully Paid
21684,60 months,7.01,A,< 1 year,OWN,90941.02,small_business,6.71,4,754,47.86,40,Fully Paid
27325,60 months,21.09,G,7 years,OWN,122077.43,other,3.89,1,779,36.5,45,Charged Off
33542,60 months,28.04,B,3 years,OWN,120344.8,major_purchase,4.22,4,730,9.2,27,Fully Paid
14092,36 months,12.5,B,6 years,OTHER,85041.62,other,23.91,4,668,55.81,35,Fully Paid
31382,60 months,19.48,B,6 years,OTHER,128438.35,credit_card,11.53,2,777,74.34,6,Fully Paid
26457,60 months,28.51,D,7 years,MORTGAGE,130888.04,home_improvement,20.81,3,848,19.59,8,Fully Paid
7131,60 months,22.98,B,8 years,OWN,114841.61,other,16.16,2,709,38.92,38,Fully Paid
26215,60 months,6.56,A,8 years,RENT,101425.11,small_business,11.84,4,846,92.73,12,Fully Paid
13612,36 months,14.47,F,6 years,OWN,34028.59,debt_consolidation,3.71,1,835,84.38,36,Fully Paid
38305,36 months,7.14,B,8 years,MORTGAGE,117428.25,small_business,10.0,1,676,79.83,15,Fully Paid
14091,60 months,26.53,F,4 years,OTHER,148286.0,other,25.21,3,711,3.94,27,Fully Paid
36103,60 months,20.54,C,9 years,OTHER,58758.89,home_improvement,24.34,0,710,16.56,10,Fully Paid
38089,36 months,28.91,G,3 years,MORTGAGE,160010.33,other,0.85,4,728,30.6,14,Fully Paid
30759,36 months,5.49,E,2 years,OWN,125557.45,credit_card,4.21,0,747,30.36,8,Fully Paid
1559,60 months,15.58,D,5 years,MORTGAGE,62753.77,debt_consolidation,22.68,1,844,12.9,7,Fully Paid
1713,36 months,7.61,C,9 years,MORTGAGE,49331.23,debt_consolidation,10.07,0,802,28.94,16,Charged Off
38361,36 months,13.76,C,10+ years,OTHER,64172.26,credit_card,19.31,2,744,42.81,5,Fully Paid
16184,36 months,9.05,A,8 years,OTHER,156635.5,small_business,16.88,2,760,4.93,18,Fully Paid
16261,36 months,13.22,A,3 years,OTHER,65092.14,debt_consolidation,19.56,3,737,40.32,32,Fully Paid
21372,60 months,25.48,F,1 year,MORTGAGE,142980.27,small_business,1.61,0,774,49.65,15,Fully Paid
33140,36 months,9.02,F,10+ years,OWN,118246.97,small_business,27.93,3,789,4.09,34,Fully Paid
34024,36 months,16.84,D,2 years,MORTGAGE,118432.2,credit_card,0.63,2,686,67.42,44,Fully Paid
33544,60 months,28.04,D,2 years,OWN,173467.88,home_improvement,0.24,2,711,7.98,49,Fully Paid
1037,60 months,29.97,E,1 year,OWN,177450.88,home_improvement,6.78,3,776,64.79,6,Fully Paid
13697,60 months,11.27,B,8 years,MORTGAGE,116643.61,small_business,29.8,2,710,99.41,10,Fully Paid
32707,36 months,28.39,D,3 years,OWN,31752.3,credit_card,2.18,0,825,6.06,28,Fully Paid
27016,60 months,11.53,D,2 years,OWN,49013.23,home_improvement,26.24,4,776,27.22,18,Fully Paid
35600,36 months,15.34,F,9 years,MORTGAGE,190760.14,other,4.77,4,678,12.93,40,Fully Paid
24984,60 months,26.95,B,5 years,OTHER,44243.78,small_business,3.27,2,765,36.92,6,Charged Off
6167,36 months,24.65,E,7 years,MORTGAGE,170363.32,debt_consolidation,23.37,4,817,83.53,7,Charged Off
1432,60 months,26.44,G,10+ years,OTHER,117273.22,debt_consolidation,25.4,4,733,92.94,30,Fully Paid
5151,60 months,25.01,G,7 years,OWN,40522.22,other,23.77,4,736,83.97,33,Fully Paid
7411,36 months,10.88,A,9 years,OTHER,185510.67,major_purchase,7.23,2,800,69.11,27,Charged Off
31788,60 months,18.97,E,5 years,OTHER,187058.9,major_purchase,26.4,4,814,71.72,11,Fully Paid
27623,60 months,14.63,B,4 years,RENT,130765.07,major_purchase,2.16,3,833,12.05,8,Fully Paid
23104,60 months,16.49,A,10+ years,RENT,89994.81,home_improvement,10.26,3,678,24.87,19,Charged Off
1256,60 months,8.85,A,6 years,OTHER,129349.78,other,13.9,4,806,36.39,27,Fully Paid
34439,60 months,12.89,A,2 years,RENT,132996.82,debt_consolidation,2.03,1,828,5.01,48,Fully Paid
34257,36 months,26.44,E,9 years,OTHER,131984.89,debt_consolidation,17.4,1,674,82.16,44,Fully Paid
19066,36 months,27.44,F,1 year,RENT,152013.49,home_improvement,16.78,3,815,25.57,26,Fully Paid
33746,60 months,20.25,B,7 years,OWN,32086.0,debt_consolidation,29.77,3,767,5.23,44,Fully Paid
3460,60 months,17.46,E,10+ years,MORTGAGE,38455.4,debt_consolidation,18.65,4,759,7.31,11,Fully Paid
38297,36 months,22.82,E,8 years,RENT,70900.14,small_business,11.93,2,687,96.95,22,Charged Off
35743,36 months,20.22,C,5 years,MORTGAGE,82944.6,debt_consolidation,23.71,3,709,91.2,42,Charged Off
4216,60 months,29.59,D,3 years,RENT,134845.49,small_business,10.05,4,692,95.87,29,Fully Paid
15267,36 months,9.75,G,5 years,OTHER,50937.51,major_purchase,15.99,3,703,95.67,19,Charged Off
10581,60 months,16.23,E,6 years,RENT,117385.27,credit_card,1.66,3,714,79.94,10,Fully Paid
5515,60 months,27.96,C,7 years,RENT,53361.11,small_business,9.68,4,780,27.6,49,Fully Paid
